# Type Ia supernovae from the Pantheon+ / SH0ES compilation, one row per SN.
# Source: Scolnic et al. 2022 (ApJ 938, 113) and Brout et al. 2022 (ApJ 938, 110),
#   file Pantheon+SH0ES.dat from the Pantheon+ Data Release
#   (https://github.com/PantheonPlusSH0ES/DataRelease). Downloaded 2026-08-17.
#
# 1543 unique supernovae (the release lists 1,701 light curves of 1,550
#   distinct events; a handful of names collide across surveys and collapse here
#   to the fit with the smallest peak-magnitude error). 43 sit in hosts with a Cepheid distance.
#
# z_hd is the Hubble-diagram redshift (CMB-frame, with a peculiar-velocity
#   correction). peak_mb, stretch_x1 and salt_color are the SALT2 light-curve
#   parameters: peak B magnitude, stretch, and colour. mu_sh0es is the
#   stretch-and-colour-corrected distance modulus whose zero point is set by
#   the SH0ES Cepheid hosts — the second rung, standing on the first.
# cepheid_mu is the geometric Cepheid modulus of the host when there is one,
#   blank otherwise. is_calibrator is 1 for those hosts.
# mu_sh0es_err is the diagonal of the covariance, for plotting only; cosmology
#   fits must use the full matrix, which is not committed here.
name,z_hd,z_hd_err,peak_mb,peak_mb_err,stretch_x1,stretch_x1_err,salt_color,mu_sh0es,mu_sh0es_err,is_calibrator,cepheid_mu,ra_deg,dec_deg
05D4ev,0.72015,0.00175,23.9649,0.041084,-1.12101,0.28246,-0.038183,43.1612,0.243162,0,,333.377,-17.7008
05D4ff,0.4005,0.00154,22.3291,0.0297076,-0.724544,0.12088,-0.007026,41.4918,0.158339,0,,334.084,-18.0426
05D4fo,0.37153,0.00152,22.1759,0.0263748,-0.704725,0.086949,-0.058701,41.4289,0.165418,0,,333.837,-17.2681
06D2bk,0.50067,0.0016,23.0085,0.0286714,0.48238,0.28201,-0.001945,42.257,0.253816,0,,149.679,2.172
06D2ca,0.53271,0.00162,23.0438,0.0292068,1.32981,0.34964,0.039001,42.2472,0.294354,0,,149.79,2.3025
06D2cc,0.53372,0.00162,23.1846,0.0423276,-0.578375,0.32797,0.072469,42.1649,0.273819,0,,149.862,2.4514
06D2ck,0.55375,0.00164,23.1401,0.0336833,0.012264,0.39297,-0.040071,42.49,0.207133,0,,150.367,1.8636
06D2gb,0.44361,0.00157,22.7329,0.0350395,-1.56881,0.19505,-0.016097,41.793,0.182219,0,,150.198,1.9854
06D3bz,0.72774,0.00175,23.6608,0.0430552,-0.788686,0.40839,-0.103106,43.008,0.257091,0,,214.292,53.0248
06D3cc,0.68372,0.00172,23.7752,0.0733842,0.71634,0.61991,-0.004655,43.1716,0.407734,0,,214.382,52.9125
06D3df,0.44263,0.00156,22.3909,0.0243032,1.15088,0.16437,-0.036948,41.9039,0.139699,0,,215.572,52.9577
06D3do,0.72674,0.00175,23.611,0.0320576,0.6191,0.4785,-0.076495,43.0811,0.248363,0,,214.247,52.8825
06D3dt,0.28266,0.00107,21.8821,0.0265369,0.069882,0.092551,0.084183,40.744,0.297355,0,,214.34,52.4528
06D3ed,0.40463,0.00154,22.3311,0.0239744,-0.391332,0.080522,-0.076405,41.6747,0.166047,0,,214.699,52.7566
06D3el,0.51968,0.00161,22.6078,0.0247768,0.82228,0.11466,-0.149118,42.2905,0.196455,0,,214.255,52.2324
06D3em,0.69072,0.0101,24.1014,0.0359401,-0.146668,0.3571,0.17067,42.9143,0.425857,0,,214.848,53.023
06D3et,0.57668,0.00165,23.1817,0.0262712,-1.34778,0.14554,-0.087622,42.4263,0.166843,0,,215.52,52.3384
06D3fp,0.2686,0.00146,21.4409,0.0265318,-0.071459,0.053442,0.041409,40.4553,0.240404,0,,215.077,52.8972
06D3gh,0.72074,0.00175,23.6292,0.0417313,0.24347,0.3413,-0.074608,43.0459,0.305174,0,,214.631,52.4429
06D4ba,0.69818,0.0101,23.4527,0.0495926,0.6784,0.41089,-0.093002,42.9671,0.342807,0,,333.899,-18.2291
06D4bo,0.55033,0.00163,22.9526,0.0266586,0.76066,0.17904,-0.046447,42.3728,0.208456,0,,333.867,-17.4092
06D4bw,0.73014,0.00176,23.6274,0.0366216,0.65989,0.25975,0.013322,42.9186,0.321961,0,,333.766,-17.8835
06D4co,0.43546,0.00156,22.2642,0.0256696,-0.394047,0.095163,-0.049905,41.5839,0.13365,0,,333.861,-17.8692
06D4cq,0.40949,0.00154,22.2952,0.0258727,0.42847,0.094911,-0.04525,41.6784,0.172193,0,,334.231,-17.712
070955,0.34932,0.00151,21.6394,0.0353609,1.42331,0.33951,-0.040489,41.1406,0.157954,0,,241.475,55.1978
080646,0.31822,0.00149,21.6907,0.0537109,-1.04365,0.27178,-0.089682,41.0199,0.153489,0,,334.622,0.9415
080723,0.4302,0.00156,22.1808,0.0445129,0.16631,0.34079,-0.15907,41.8354,0.165783,0,,34.9864,-3.9606
090201,0.50825,0.00161,22.5059,0.0483735,0.031072,0.50307,-0.090519,42.0193,0.184312,0,,353.328,-0.9507
090275,0.13955,0.00138,19.834,0.0412607,-1.10837,0.17326,-0.037598,39.0213,0.145767,0,,54.0721,-28.0515
091869,0.28854,0.00147,21.302,0.0497655,1.3387,0.32952,-0.008426,40.7458,0.165419,0,,351.908,-1.7625
100090,0.17297,0.0014,20.818,0.0396975,-1.0254,0.33279,0.038294,39.7263,0.252568,0,,131.828,43.4081
100101,0.42976,0.00156,22.5616,0.048876,-0.773417,0.48103,-0.071454,41.9219,0.19807,0,,132.141,43.9852
100163,0.31782,0.00149,21.5823,0.0846105,0.29458,0.46377,-0.075806,41.0738,0.195921,0,,35.4423,-5.1516
100206,0.2165,0.00142,20.3453,0.0351703,0.25057,0.28167,-0.075171,39.8253,0.141535,0,,52.5182,-28.2567
100213,0.27509,0.00146,21.5059,0.057758,0.84021,0.42495,0.015308,40.7769,0.239421,0,,53.0671,-27.1943
100358,0.36623,0.00152,21.7789,0.13122,-0.430147,0.67219,-0.057445,41.136,0.226225,0,,352.444,0.5905
100405,0.10294,0.00136,19.1817,0.0842433,-0.941741,0.36448,0.044595,38.1815,0.18625,0,,53.6285,-27.3206
1032,0.12921,0.00094,20.1088,0.0563934,-2.5393,0.20428,0.052555,38.8403,0.212795,0,,46.7957,1.1196
10550,0.29933,0.00108,21.7702,0.12808,1.64631,1.37807,0.078107,41.0113,0.341681,0,,349.675,-1.2049
110033,0.20483,0.00142,20.333,0.0896787,1.3148,0.39394,-0.03324,39.8427,0.202322,0,,34.9031,-3.5292
110425,0.38092,0.00153,22.2253,0.0473911,-0.198455,0.42094,0.007796,41.4511,0.201434,0,,132.012,44.4493
110426,0.54097,0.00163,22.9901,0.0710859,0.55454,0.72701,0.093641,42.2791,0.233447,0,,130.013,44.8943
110430,0.42094,0.00155,22.5292,0.052703,-0.895791,0.57244,0.011272,41.728,0.250117,0,,132.249,44.8657
110460,0.19953,0.00141,20.74,0.0423559,-0.122892,0.25992,0.018744,39.8511,0.254227,0,,53.8448,-27.8403
110478,0.2646,0.00145,21.0597,0.0408003,0.92592,0.32135,-0.04266,40.5153,0.197965,0,,53.5803,-27.5689
110484,0.51095,0.00161,22.8038,0.0656248,-0.357928,0.56594,0.061935,42.0583,0.239085,0,,129.186,44.5547
110536,0.23472,0.00144,21.3288,0.0637788,0.55137,0.51316,0.17614,40.1912,0.32799,0,,54.3325,-26.9017
110542,0.42703,0.00155,22.3735,0.043671,0.56071,0.50218,-0.040908,41.8348,0.198324,0,,131.82,45.2976
110567,0.2144,0.00142,21.3161,0.060316,-1.01331,0.47263,0.14984,40.0179,0.298904,0,,52.7131,-26.46
110716,0.31588,0.00148,22.1345,0.0564954,-1.49092,0.43902,0.00051,41.2033,0.233304,0,,128.986,43.4945
110719,0.42793,0.00155,22.8073,0.0571488,0.54092,0.61831,-0.045089,42.2757,0.23861,0,,129.923,43.9644
110721,0.57831,0.00165,22.9702,0.0691516,0.48285,0.69268,-0.022903,42.4512,0.241176,0,,130.216,44.1143
110734,0.40221,0.00154,21.9668,0.0571267,0.4872,0.60542,-0.065938,41.4795,0.199524,0,,131.069,45.3442
1112,0.2562,0.00105,21.2946,0.0662766,-0.608145,0.72044,-0.017906,40.5593,0.271675,0,,339.018,-0.3752
1119,0.29647,0.00108,21.3613,0.0775706,0.8034,1.414,-0.131525,40.9938,0.366054,0,,320.414,0.8947
120044,0.48164,0.00159,22.6398,0.054358,0.78104,0.6378,-0.146093,42.3055,0.210887,0,,148.792,1.7302
120085,0.32206,0.00149,21.8639,0.0500295,-2.28164,0.32831,0.042623,40.7271,0.199265,0,,150.471,2.0426
120086,0.39255,0.00153,22.3766,0.0528146,0.28158,0.49714,0.10879,41.4742,0.237288,0,,150.789,2.1434
120094,0.45162,0.00157,22.2376,0.0393173,1.0436,0.43271,-0.168766,41.9923,0.154715,0,,150.526,2.0878
120143,0.17378,0.0014,19.9753,0.0323463,-0.260387,0.14831,-0.073187,39.3493,0.151501,0,,163.682,58.6266
120225,0.10713,0.00136,19.4712,0.051837,-0.829043,0.88822,-0.070405,38.7801,0.468541,0,,150.818,3.4749
120336,0.16122,0.00139,20.311,0.037327,-0.240589,0.17756,0.046132,39.3106,0.246322,0,,149.082,1.4095
120369,0.33047,0.00149,21.7044,0.0451712,-0.223776,0.32789,-0.127324,41.2306,0.131607,0,,150.995,2.2624
120400,0.35149,0.00151,21.7731,0.0560993,0.18728,0.39986,-0.121334,41.3343,0.138963,0,,149.628,2.8718
120444,0.29945,0.00147,21.315,0.18324,0.2774,0.83788,-0.185897,41.0213,0.195981,0,,51.682,-27.9362
120585,0.24909,0.00144,20.6749,0.0397863,0.22308,0.30908,-0.155379,40.3167,0.167358,0,,35.7735,-3.6103
1241,0.0887,0.00091,18.8841,0.0428187,-0.551806,0.078987,0.055246,37.7772,0.253181,0,,337.672,-0.7766
1248677,0.35015,0.00123,21.5389,0.0275466,0.89971,0.10732,-0.118885,41.1867,0.147015,0,,53.6462,-28.127
1249851,0.21507,0.00113,20.9666,0.12754,-2.07449,0.72983,0.011385,39.8825,0.477887,0,,55.218,-29.4
1250017,0.18231,0.00111,20.0536,0.0427889,0.9614,0.15311,-0.110221,39.6885,0.152439,0,,43.1937,-0.1275
1253,0.26175,0.00105,20.9813,0.0581922,-0.927163,0.47517,-0.11692,40.392,0.226027,0,,323.799,0.1631
1253039,0.45346,0.00514,22.3229,0.0311452,0.30168,0.2629,-0.107621,41.8863,0.14411,0,,54.4186,-27.5274
1253101,0.45328,0.00131,22.4364,0.0405919,1.37354,0.36476,0.004591,41.7953,0.207786,0,,7.4651,-43.1378
1253920,0.19553,0.00112,20.3543,0.034155,-0.740056,0.13473,-0.099286,39.7111,0.156617,0,,54.6293,-27.0428
1255502,0.14834,0.00108,19.3979,0.0728304,1.05148,0.2891,-0.089005,39.0239,0.142683,0,,33.9046,-4.2092
1257366,0.21134,0.00113,21.1973,0.0534325,-0.160088,0.44299,0.1039,40.1415,0.266119,0,,53.8996,-26.9693
1257695,0.18375,0.00111,20.0903,0.0317708,0.37884,0.090941,-0.128418,39.68,0.151568,0,,7.6016,-42.2982
1258906,0.34912,0.00123,22.0697,0.0490532,-0.019797,0.30966,-0.001271,41.282,0.206036,0,,10.262,-44.3941
1258940,0.42602,0.00129,22.2338,0.0558252,-0.153105,0.38355,-0.117124,41.7517,0.175449,0,,42.7148,-0.5251
1259412,0.30486,0.0012,21.4025,0.0309482,0.87031,0.14364,-0.048355,40.9018,0.140115,0,,36.3454,-5.3241
1261579,0.32223,0.00121,21.6195,0.0309311,-0.170571,0.11094,-0.008658,40.8774,0.138773,0,,36.1196,-4.9673
1262214,0.68936,0.00519,23.4718,0.0322941,0.23704,0.2808,-0.139531,43.0444,0.271991,0,,53.5027,-28.6602
1262715,0.68935,0.00519,23.2916,0.0315682,1.02416,0.32528,-0.075709,42.8535,0.15677,0,,53.37,-28.4427
1263369,0.31262,0.0012,21.4467,0.0458533,0.17184,0.27034,-0.096007,40.9565,0.149709,0,,43.2295,-0.5418
1263715,0.29196,0.00119,21.3008,0.0416248,0.40336,0.27922,-0.072516,40.7653,0.172199,0,,41.6099,-1.5799
1266657,0.32118,0.00512,22.1132,0.0616143,0.35082,0.71521,0.052518,41.1921,0.293444,0,,43.2731,0.5575
1273127,0.18929,0.00111,20.944,0.0716548,-1.6241,0.59488,0.005635,39.9359,0.228953,0,,8.5563,-43.2759
1275946,0.23205,0.00114,20.5828,0.032307,1.51449,0.15704,-0.078688,40.2045,0.159507,0,,10.404,-43.6378
12779,0.07906,0.0009,18.9489,0.0670245,-0.63006,0.2493,0.10798,37.7843,0.238199,0,,309.472,1.2211
12781,0.08309,0.00092,19.1417,0.0401816,-1.83569,0.18894,0.041548,37.9939,0.195118,0,,5.4066,-1.01
1279500,0.23481,0.00114,20.8838,0.0315324,0.64663,0.15794,-0.035266,40.2784,0.167703,0,,36.9257,-4.3149
1280217,0.35909,0.00513,22.0476,0.0448215,1.80122,0.55141,0.088909,41.1532,0.305677,0,,40.8943,-1.5184
1281668,0.30691,0.0012,21.3831,0.036457,0.1972,0.2781,-0.125321,40.9573,0.150058,0,,9.4105,-43.9203
1281886,0.38402,0.00126,22.0276,0.0615099,1.20074,0.41982,-0.043944,41.5182,0.20184,0,,41.7252,-1.0099
1282736,0.37805,0.00125,22.3808,0.0600398,-0.759674,0.41234,0.069898,41.3598,0.223183,0,,35.8093,-6.2681
1283373,0.20751,0.00112,20.8276,0.044264,-1.05273,0.23744,-0.059928,40.0725,0.148972,0,,54.9467,-26.7304
1283878,0.31296,0.0012,21.819,0.0738255,-0.844202,0.47435,-0.026058,41.0195,0.203499,0,,37.1332,-4.0413
1283936,0.36857,0.00125,22.8268,0.0814255,0.08645,0.58781,0.19216,41.463,0.345551,0,,8.8776,-44.3713
12841,0.29215,0.00108,21.3079,0.19263,-0.727968,1.12843,-0.109903,40.7505,0.483728,0,,321.347,-1.0337
12843,0.16606,0.00097,20.1697,0.0528482,-1.02597,0.3042,0.040491,39.1817,0.193496,0,,323.878,-0.9803
1285160,0.7493,0.00521,23.6139,0.0358725,-0.31553,0.2756,-0.170737,43.1772,0.163225,0,,52.3989,-28.6476
12853,0.16828,0.00109,19.9658,0.0670782,-0.57422,0.35156,-0.056428,39.2757,0.165826,0,,316.766,0.7231
1285317,0.56437,0.0014,22.959,0.0527507,0.1508,0.58335,-0.065663,42.3928,0.221111,0,,9.4725,-43.3145
12856,0.17042,0.00098,19.8925,0.0357342,0.86254,0.20363,-0.087386,39.4742,0.132684,0,,332.866,0.756
12860,0.12058,0.00093,19.9801,0.0473025,-0.302934,0.20236,0.14487,38.7926,0.252257,0,,323.694,1.1759
1287626,0.30404,0.00512,21.4427,0.0361608,0.15425,0.4296,-0.017824,40.719,0.22209,0,,35.9318,-5.9612
12881,0.23685,0.00103,20.8478,0.0493118,0.86995,0.54007,0.029203,40.119,0.236651,0,,10.1623,-0.0736
12883,0.30526,0.0012,21.3615,0.10635,-2.03834,0.89323,-0.05435,40.5924,0.306711,0,,312.626,0.3987
1289288,0.28995,0.00119,21.8612,0.0511195,-0.973027,0.49839,0.08957,40.7393,0.271437,0,,10.1789,-43.9483
1289555,0.56181,0.0014,22.7082,0.0503511,0.14733,0.44201,-0.144062,42.2937,0.227829,0,,40.7331,-1.3929
1289600,0.4196,0.00129,22.6288,0.0322152,1.26529,0.26197,0.039665,41.8662,0.224621,0,,52.0477,-27.8629
1289656,0.53942,0.00516,22.9771,0.0632876,0.026628,0.57117,-0.041138,42.3338,0.244476,0,,54.3017,-27.3554
1289664,0.25919,0.00511,21.0619,0.0352716,-1.03114,0.17928,-0.060941,40.2879,0.178603,0,,40.8968,-1.1299
12898,0.08282,0.0009,18.776,0.0314793,-0.063567,0.08575,0.068219,37.6774,0.265638,0,,26.7931,-0.147
1290127,0.45218,0.00131,22.3911,0.10179,1.29535,0.76479,-0.089959,41.9959,0.320076,0,,6.6908,-43.434
1290779,0.38949,0.00513,22.2768,0.0371629,-0.738145,0.38318,-0.049076,41.544,0.192176,0,,54.7233,-27.9051
1290816,0.21845,0.00113,20.8461,0.032123,1.26334,0.22358,-0.003033,40.2216,0.204417,0,,54.1725,-27.84
1291080,0.44391,0.00514,22.7045,0.0688263,-1.28981,0.66747,0.003853,41.8069,0.290347,0,,35.6846,-6.0636
1291090,0.29193,0.00119,21.1412,0.0401912,1.17465,0.22563,-0.09328,40.7606,0.177707,0,,9.4631,-43.7215
1291794,0.3951,0.00127,22.1814,0.0455223,-0.12531,0.4642,-0.013841,41.4677,0.203648,0,,55.1693,-28.7119
1291957,0.37138,0.00125,21.9058,0.0473205,0.50769,0.25782,-0.051093,41.334,0.168104,0,,7.2,-43.5623
1292145,0.49244,0.00134,23.2836,0.0719116,0.57864,0.66578,0.11219,42.2783,0.335403,0,,53.6305,-29.6489
1292332,0.27276,0.00117,20.9656,0.0411864,0.33299,0.24326,-0.116241,40.5415,0.173203,0,,41.1435,-1.2851
1292336,0.23367,0.00114,21.1276,0.0436063,-0.180402,0.23479,0.031155,40.1857,0.255059,0,,40.9988,-0.9061
1292560,0.22493,0.00114,20.5352,0.0353535,0.28942,0.1557,-0.130518,40.1126,0.160616,0,,35.0558,-5.3611
12927,0.18906,0.00099,20.0765,0.0524109,0.094624,0.35257,-0.033861,39.4384,0.149571,0,,41.7861,0.7751
12928,0.13875,0.00107,19.6791,0.0665387,-0.5426,0.37869,-0.061299,38.9999,0.176022,0,,305.009,-0.9757
1293319,0.29695,0.00119,21.301,0.0396253,1.83152,0.27047,-0.011937,40.7505,0.210501,0,,36.0024,-6.4977
1293758,0.14803,0.00108,20.023,0.0353926,-1.32993,0.17215,-0.061076,39.2285,0.184985,0,,8.4839,-43.3497
1294014,0.3628,0.00124,21.7957,0.058423,0.50455,0.38794,-0.059163,41.2452,0.209997,0,,42.8035,-0.6691
1294743,0.31267,0.0012,22.3384,0.0574973,-0.270168,0.36056,0.20479,41.0352,0.279475,0,,36.1025,-4.6749
12950,0.08167,0.0009,18.6972,0.0352445,-0.396496,0.083121,0.027176,37.7215,0.219648,0,,351.667,-0.8403
1295027,0.42568,0.00129,22.3682,0.0696088,-0.250086,0.48646,-0.041385,41.7039,0.195468,0,,35.4327,-6.9406
1295256,0.44245,0.00514,22.379,0.0359315,-0.148795,0.34917,-0.1027,41.8523,0.172891,0,,53.7194,-27.8328
1295305,0.61177,0.00518,23.1969,0.0474464,-0.291213,0.32301,-0.120769,42.701,0.16444,0,,36.2434,-4.2509
1295921,0.524,0.00516,23.0681,0.10278,1.00794,0.96011,0.086881,42.1774,0.369236,0,,42.6149,-0.8718
1296273,0.39706,0.00513,21.7504,0.034763,-0.156976,0.25023,-0.119061,41.259,0.168535,0,,41.0798,-0.4504
1296321,0.18458,0.00111,20.9425,0.0387321,0.47012,0.20132,0.071635,39.9384,0.282465,0,,40.9169,-0.7619
1296657,0.14638,0.00108,19.8604,0.0659156,0.78851,0.35746,-0.00667,39.1857,0.207408,0,,36.2552,-6.2786
1297026,0.25865,0.00116,21.2455,0.0358113,-0.717921,0.20545,-0.047872,40.51,0.149785,0,,35.821,-5.1821
12971,0.23395,0.00103,20.532,0.0402143,1.14243,0.59192,-0.091091,40.1389,0.214099,0,,6.6485,-0.3021
12972,0.25948,0.00116,21.0518,0.0647072,0.17528,0.7025,-0.081037,40.5238,0.233841,0,,7.9586,-0.383
1297465,0.27782,0.00118,21.5916,0.0316352,1.14771,0.13315,0.032117,40.9187,0.17803,0,,51.7953,-27.8221
12977,0.24656,0.00104,20.8926,0.0397664,0.052323,0.50515,-0.049106,40.2829,0.214739,0,,13.6956,-0.2509
1298281,0.2352,0.0051,21.3421,0.0399644,-1.56651,0.22185,0.041887,40.1629,0.275154,0,,40.2679,-0.9553
12983,0.26408,0.00105,21.2999,0.0700035,-0.043308,1.02815,-0.014762,40.6342,0.381046,0,,16.4588,0.1448
1298893,0.19627,0.00112,20.8344,0.0733602,-2.05976,0.66103,-0.022972,39.8397,0.254651,0,,35.724,-6.2568
1299643,0.37676,0.00125,21.866,0.0393658,0.65034,0.25657,-0.091935,41.4155,0.15471,0,,55.1026,-26.7221
1299775,0.16004,0.00109,20.3483,0.0476786,-0.41485,0.19733,0.18093,39.0428,0.270648,0,,53.4389,-29.6767
1299785,0.38129,0.00126,22.2987,0.0562492,0.037742,0.40977,0.046016,41.4549,0.20413,0,,53.9115,-28.3193
1300516,0.31052,0.0012,21.7803,0.0386814,0.89671,0.28608,0.14708,40.6197,0.336421,0,,34.5464,-5.0101
1300912,0.33778,0.00122,22.1488,0.0325846,-0.467569,0.14381,0.045312,41.1537,0.233862,0,,52.0379,-27.5329
1301933,0.32968,0.00122,21.5731,0.0291503,-0.224925,0.087576,-0.132959,41.1031,0.114803,0,,36.6637,-4.9708
1302058,0.19782,0.00112,20.2132,0.0329827,0.37169,0.12819,-0.011742,39.492,0.189171,0,,53.3964,-29.1906
1302141,0.60876,0.00518,23.1882,0.0707117,0.27286,0.73249,0.033005,42.4282,0.350327,0,,7.8305,-42.5014
1302187,0.21941,0.00113,20.9568,0.0527242,-0.86272,0.33241,0.028592,40.0048,0.208962,0,,52.1619,-27.1421
13025,0.22299,0.00102,21.0498,0.0875481,0.8684,0.84064,0.046274,40.3257,0.281229,0,,341.567,0.4159
1302523,0.42399,0.00129,22.3471,0.0378066,0.30297,0.26502,-0.025892,41.7264,0.13417,0,,36.3176,-4.6598
1302648,0.23164,0.00114,21.2113,0.0372311,-0.687451,0.21993,0.10124,40.0875,0.237265,0,,10.0026,-44.0541
1303004,0.29504,0.00512,21.2475,0.0321868,0.81245,0.15999,-0.069058,40.762,0.173778,0,,35.2946,-6.4631
130308,0.08245,0.0009,18.9741,0.0420266,-1.01914,0.17563,0.091493,37.8192,0.217606,0,,213.238,52.7437
1303279,0.1727,0.0011,19.6519,0.0434057,0.95265,0.3288,-0.091507,39.2676,0.152344,0,,54.9068,-27.813
1303496,0.17975,0.0011,20.5435,0.0442194,-0.40919,0.34364,0.050812,39.5962,0.208929,0,,53.8482,-29.5918
13038,0.10507,0.00508,18.9637,0.0370706,1.43036,0.14627,-0.02399,38.4295,0.236183,0,,347.827,0.5046
1303883,0.25904,0.00511,21.0661,0.0369137,0.6089,0.21484,-0.053138,40.5418,0.163699,0,,8.8633,-44.9171
1303952,0.56269,0.0014,22.8823,0.0706989,0.58233,0.54647,-0.199565,42.6016,0.265242,0,,35.8718,-6.9219
1304127,0.72866,0.0052,23.3515,0.065291,0.43716,0.75795,-0.24375,43.005,0.283498,0,,35.1805,-6.9511
13044,0.12472,0.00094,19.3395,0.0361454,-0.017798,0.12882,-0.070705,38.7616,0.12587,0,,332.543,0.5033
1304442,0.22449,0.0051,20.6259,0.0530027,0.2037,0.2924,-0.10266,40.1293,0.19721,0,,52.1631,-28.1083
13045,0.17931,0.00098,20.4371,0.0570323,-0.084895,0.5295,0.06112,39.5355,0.229828,0,,345.025,0.5377
1304678,0.21881,0.00113,20.9377,0.12728,-1.54068,0.6026,-0.073011,40.1416,0.247596,0,,54.8701,-27.6439
1305504,0.49566,0.00134,22.7287,0.0297535,-0.463147,0.16276,-0.089378,42.1453,0.120919,0,,36.0584,-5.1646
1305626,0.32581,0.00121,21.5944,0.0291966,-0.3176,0.10002,-0.109591,41.0478,0.141716,0,,35.6546,-4.1333
1306029,0.42903,0.00514,22.5603,0.0466385,0.99322,0.51888,0.025447,41.8266,0.250757,0,,40.8416,-1.9578
1306073,0.32868,0.00122,21.9336,0.0383104,-1.32563,0.19951,-0.041371,41.1,0.144172,0,,36.8506,-3.7494
1306141,0.33237,0.00122,21.5778,0.0346599,-0.133034,0.21732,-0.076219,40.977,0.159233,0,,54.8978,-28.9108
1306360,0.45477,0.00131,22.6832,0.0603125,-0.608733,0.73219,-0.003673,41.8839,0.284149,0,,53.6767,-26.487
1306390,0.4092,0.00128,22.851,0.0846061,0.011752,0.91245,0.15735,41.7405,0.363654,0,,43.3164,-0.0301
1306537,0.47946,0.00515,22.4286,0.0533129,1.12072,0.45788,-0.086369,42.0107,0.198987,0,,55.041,-27.5592
1306626,0.42088,0.00129,22.1111,0.0433732,0.22138,0.36234,-0.098018,41.6178,0.17643,0,,54.8773,-27.239
1306785,0.57542,0.00141,22.9818,0.096198,-0.953102,1.37835,-0.003464,42.1912,0.452867,0,,33.7937,-4.5222
1306980,0.54881,0.00516,23.0994,0.0855806,-1.00983,0.77693,0.0502,42.1695,0.378555,0,,7.0361,-43.2916
1306991,0.42195,0.00129,22.1925,0.0935867,-0.599282,0.69131,-0.064849,41.5336,0.270821,0,,8.4681,-42.0948
13070,0.19733,0.001,20.0895,0.0423722,0.96631,0.27438,-0.147151,39.8018,0.14158,0,,357.785,-0.7463
13072,0.22928,0.00103,20.8633,0.0660644,0.40235,0.40484,-0.008181,40.2229,0.202405,0,,334.96,0.0244
1307277,0.41123,0.00128,22.5756,0.0781798,-0.210951,0.81507,0.061551,41.662,0.318089,0,,41.7388,-0.2355
130755,0.29298,0.00147,21.3454,0.0417968,-0.039606,0.41737,-0.103213,40.8268,0.203556,0,,183.732,46.5759
1307830,0.35946,0.00513,22.1839,0.0327261,-1.7601,0.20045,-0.099031,41.4213,0.15447,0,,53.2945,-27.9578
1308314,0.40646,0.00514,22.3186,0.0344198,-0.022674,0.27399,-0.056722,41.6914,0.168815,0,,53.4156,-28.9407
1308326,0.32632,0.00121,21.4709,0.038834,0.41024,0.19847,-0.120744,41.0504,0.157201,0,,42.2701,0.5823
1308568,0.64311,0.00146,23.2478,0.12174,-0.03255,1.02339,0.10291,42.3609,0.407842,0,,33.8732,-5.0525
1308582,0.36713,0.00124,21.8332,0.0463346,-0.443849,0.33281,-0.074861,41.2088,0.151911,0,,37.1372,-4.3728
130862,0.33298,0.0015,21.7749,0.0474332,0.67028,0.38179,-0.091964,41.3299,0.201675,0,,184.002,47.9204
1308957,0.61875,0.00518,23.1863,0.11986,-0.259603,0.88973,-0.14065,42.7164,0.388756,0,,35.1339,-6.624
1309288,0.26791,0.00117,20.9187,0.0634291,0.51536,0.4417,-0.111056,40.5103,0.202065,0,,54.6449,-29.1944
1309492,0.3335,0.00122,21.5295,0.0271318,0.16952,0.089563,-0.088758,41.0025,0.141896,0,,53.3008,-28.0249
1309749,0.78928,0.00522,23.5979,0.0334804,0.62967,0.32915,-0.131927,43.1995,0.165559,0,,52.5384,-27.3174
13099,0.26463,0.00105,21.2878,0.0538935,0.29704,0.82434,-0.01842,40.6719,0.256474,0,,359.819,-1.2504
1310338,0.4389,0.00514,22.3242,0.0344267,-0.406788,0.31494,0.012551,41.4679,0.211194,0,,35.042,-6.3767
1310395,0.28907,0.00511,21.7995,0.0385256,-0.883251,0.26999,0.056702,40.702,0.277224,0,,36.5343,-6.76
1312274,0.42459,0.00129,22.4835,0.0513361,-1.43009,0.54183,-0.086966,41.7483,0.195831,0,,42.611,-0.3617
13135,0.10361,0.00092,19.1203,0.0299303,-1.34728,0.10068,-0.067243,38.3338,0.12638,0,,4.1723,-0.4245
1313594,0.28844,0.00118,21.1686,0.0331244,0.5164,0.15939,-0.105518,40.749,0.137848,0,,34.8329,-5.7894
13136,0.37057,0.00114,22.0453,0.0745525,0.72897,0.91339,-0.104564,41.6395,0.256631,0,,6.1407,-0.2791
1314897,0.33671,0.00122,21.6894,0.0436963,0.91215,0.30022,0.014712,41.0367,0.18424,0,,36.6066,-4.1552
1315192,0.22726,0.0051,20.8769,0.0561111,1.05724,0.29517,0.066929,40.097,0.228488,0,,42.9859,-0.5231
13152,0.20231,0.001,20.4067,0.0351525,0.28737,0.25244,0.016007,39.6184,0.198124,0,,7.0521,0.118
1315259,0.22818,0.00114,21.1188,0.0362028,-0.491116,0.17411,0.028559,40.2236,0.183395,0,,40.8641,-1.6036
1315296,0.41266,0.00128,22.7104,0.0561378,-0.059558,1.05102,0.045007,41.7893,0.330128,0,,40.3016,-0.7644
